page,source,dest,place,postcode,lat,lon,service,subject,primary,source_url,title,alt,caption,width,height
asbestos-removal-north-kensington.html,asbestos-floor-tile-removal-richmond.webp,media/asbestos-floor-tile-removal-north-kensington-st-charles-square-st-marks-rd-w10.webp,St Charles Square St Marks Rd,W10,51.519518,-0.217574,Asbestos floor tile removal North Kensington,exposed dark floor finish beside a skirting board,False,https://www.ukcitymap.com/st-charles-square-st-marks-rd-stop-b-info-490012646S.html,Asbestos floor tile removal North Kensington - St Charles Square St Marks Rd W10,Asbestos floor tile removal North Kensington - St Charles Square St Marks Rd W10; exposed dark floor finish beside a skirting board,Asbestos floor tile removal North Kensington - St Charles Square St Marks Rd W10. Exposed dark floor finish beside a skirting board.,1350,1800
asbestos-removal-pinner.html,asbestos-garage-roof-london.webp,media/asbestos-garage-roof-removal-pinner-pinner-centre-ha5.webp,Pinner centre,HA5,51.59382,-0.38215,Asbestos garage roof removal Pinner,garage with corrugated roof sheets and wall cladding,True,https://www.ukcitymap.com/pinner-greater-london-england-satellite-view.html,Asbestos Removal Pinner - asbestos garage roof removal - Pinner centre HA5,Asbestos Removal Pinner - asbestos garage roof removal - Pinner centre HA5; garage with corrugated roof sheets and wall cladding,Asbestos Removal Pinner - asbestos garage roof removal - Pinner centre HA5. Garage with corrugated roof sheets and wall cladding.,1200,899
asbestos-removal-pinner.html,asbestos-aib-fireplace-removal-london.webp,media/asbestos-aib-removal-pinner-pinner-ha5.webp,Pinner,HA5,51.594383,-0.383,Asbestos AIB removal Pinner,opened fireplace and surrounding exposed surfaces,False,https://www.ukcitymap.com/pinner-stand-z1-info-490015522E.html,Asbestos AIB removal Pinner - Pinner HA5,Asbestos AIB removal Pinner - Pinner HA5; opened fireplace and surrounding exposed surfaces,Asbestos AIB removal Pinner - Pinner HA5. Opened fireplace and surrounding exposed surfaces.,549,699
asbestos-removal-pinner.html,asbestos-artex-textured-ceiling-london.webp,media/asbestos-artex-removal-pinner-love-lane-ha5-ha5.webp,Love Lane (HA5),HA5,51.594705,-0.383508,Asbestos Artex removal Pinner,patterned textured ceiling with cornice detailing,False,https://www.ukcitymap.com/love-lane-ha5-stop-d-info-490004332D.html,Asbestos Artex removal Pinner - Love Lane (HA5) HA5,Asbestos Artex removal Pinner - Love Lane (HA5) HA5; patterned textured ceiling with cornice detailing,Asbestos Artex removal Pinner - Love Lane (HA5) HA5. Patterned textured ceiling with cornice detailing.,2048,1536
asbestos-removal-rainham.html,commercial-asbestos-roof-removal-london.webp,media/asbestos-roof-removal-rainham-rainham-centre-rm13.webp,Rainham centre,RM13,51.51869,0.18989,Asbestos roof removal Rainham,large pitched corrugated roof above a brick building,True,https://www.ukcitymap.com/rainham-greater-london-england-satellite-view.html,Asbestos Removal Rainham - asbestos roof removal - Rainham centre RM13,Asbestos Removal Rainham - asbestos roof removal - Rainham centre RM13; large pitched corrugated roof above a brick building,Asbestos Removal Rainham - asbestos roof removal - Rainham centre RM13. Large pitched corrugated roof above a brick building.,1600,1200
asbestos-removal-rainham.html,asbestos-garage-roof-london.webp,media/asbestos-garage-roof-removal-rainham-rainham-war-memorial-rm13.webp,Rainham War Memorial,RM13,51.518795,0.189955,Asbestos garage roof removal Rainham,garage with corrugated roof sheets and wall cladding,False,https://www.ukcitymap.com/rainham-war-memorial-stop-d-info-490011396D.html,Asbestos garage roof removal Rainham - Rainham War Memorial RM13,Asbestos garage roof removal Rainham - Rainham War Memorial RM13; garage with corrugated roof sheets and wall cladding,Asbestos garage roof removal Rainham - Rainham War Memorial RM13. Garage with corrugated roof sheets and wall cladding.,1200,899
asbestos-removal-rainham.html,asbestos-cement-flue-pipe-london.webp,media/asbestos-cement-flue-removal-rainham-rainham-london-rm13.webp,Rainham (London),RM13,51.516905,0.190527,Asbestos cement flue removal Rainham,vertical flue pipe inside a cupboard,False,https://www.ukcitymap.com/rainham-london-rail-station-entrance-1-info-4900RNHAME1.html,Asbestos cement flue removal Rainham - Rainham (London) RM13,Asbestos cement flue removal Rainham - Rainham (London) RM13; vertical flue pipe inside a cupboard,Asbestos cement flue removal Rainham - Rainham (London) RM13. Vertical flue pipe inside a cupboard.,800,640
asbestos-removal-croydon.html,asbestos-floor-tile-removal-richmond.webp,media/asbestos-floor-tile-removal-croydon-croydon-centre-cr0.webp,Croydon centre,CR0,51.37364,-0.10024,Asbestos floor tile removal Croydon,exposed dark floor finish beside a skirting board,True,https://www.ukcitymap.com/croydon-greater-london-england-satellite-view.html,Asbestos Removal Croydon - asbestos floor tile removal - Croydon centre CR0,Asbestos Removal Croydon - asbestos floor tile removal - Croydon centre CR0; exposed dark floor finish beside a skirting board,Asbestos Removal Croydon - asbestos floor tile removal - Croydon centre CR0. Exposed dark floor finish beside a skirting board.,1350,1800
asbestos-removal-croydon.html,asbestos-artex-textured-ceiling-london.webp,media/asbestos-artex-removal-croydon-george-street-tram-stop-cr0.webp,George Street Tram Stop,CR0,51.373815,-0.098753,Asbestos Artex removal Croydon,patterned textured ceiling with cornice detailing,False,https://www.ukcitymap.com/george-street-tram-stop-info-9400ZZCRCEN1.html,Asbestos Artex removal Croydon - George Street Tram Stop CR0,Asbestos Artex removal Croydon - George Street Tram Stop CR0; patterned textured ceiling with cornice detailing,Asbestos Artex removal Croydon - George Street Tram Stop CR0. Patterned textured ceiling with cornice detailing.,2048,1536
asbestos-removal-croydon.html,asbestos-removal-london-enclosure-hero.webp,media/asbestos-removal-croydon-park-street-cr0.webp,Park Street,CR0,51.373429,-0.098223,Asbestos removal Croydon,screened enclosure with taped doors and an asbestos warning sign,False,https://www.ukcitymap.com/park-street-stop-kj-info-490010839C4.html,Asbestos removal Croydon - Park Street CR0,Asbestos removal Croydon - Park Street CR0; screened enclosure with taped doors and an asbestos warning sign,Asbestos removal Croydon - Park Street CR0. Screened enclosure with taped doors and an asbestos warning sign.,1672,941
asbestos-removal-hackney-central.html,asbestos-aib-fireplace-removal-london.webp,media/asbestos-aib-removal-hackney-central-hackney-central-e8.webp,Hackney Central,E8,51.54475,-0.05536,Asbestos AIB removal Hackney Central,opened fireplace and surrounding exposed surfaces,True,https://www.ukcitymap.com/hackney-greater-london-england-satellite-view.html,Asbestos Removal Hackney Central - asbestos aib removal - Hackney Central E8,Asbestos Removal Hackney Central - asbestos aib removal - Hackney Central E8; opened fireplace and surrounding exposed surfaces,Asbestos Removal Hackney Central - asbestos aib removal - Hackney Central E8. Opened fireplace and surrounding exposed surfaces.,549,699
asbestos-removal-hackney-central.html,asbestos-floor-tile-removal-richmond.webp,media/asbestos-floor-tile-removal-hackney-central-hackney-town-hall-e8.webp,Hackney Town Hall,E8,51.545063,-0.055452,Asbestos floor tile removal Hackney Central,exposed dark floor finish beside a skirting board,False,https://www.ukcitymap.com/hackney-town-hall-stop-a-info-490007626A.html,Asbestos floor tile removal Hackney Central - Hackney Town Hall E8,Asbestos floor tile removal Hackney Central - Hackney Town Hall E8; exposed dark floor finish beside a skirting board,Asbestos floor tile removal Hackney Central - Hackney Town Hall E8. Exposed dark floor finish beside a skirting board.,1350,1800
asbestos-removal-hackney-central.html,asbestos-removal-refurbishment-work-london.webp,media/asbestos-removal-hackney-central-hackney-grove-e8.webp,Hackney Grove,E8,51.543483,-0.056731,Asbestos removal Hackney Central,room undergoing refurbishment with exposed ceiling structure,False,https://www.ukcitymap.com/hackney-grove-stop-lt-info-490016358W.html,Asbestos removal Hackney Central - Hackney Grove E8,Asbestos removal Hackney Central - Hackney Grove E8; room undergoing refurbishment with exposed ceiling structure,Asbestos removal Hackney Central - Hackney Grove E8. Room undergoing refurbishment with exposed ceiling structure.,1172,1372
asbestos-removal-leytonstone.html,asbestos-floor-tile-removal-richmond.webp,media/asbestos-floor-tile-removal-leytonstone-leytonstone-centre-e11.webp,Leytonstone centre,E11,51.56954,0.00807,Asbestos floor tile removal Leytonstone,exposed dark floor finish beside a skirting board,True,https://www.ukcitymap.com/leytonstone-greater-london-england-satellite-view.html,Asbestos Removal Leytonstone - asbestos floor tile removal - Leytonstone centre E11,Asbestos Removal Leytonstone - asbestos floor tile removal - Leytonstone centre E11; exposed dark floor finish beside a skirting board,Asbestos Removal Leytonstone - asbestos floor tile removal - Leytonstone centre E11. Exposed dark floor finish beside a skirting board.,1350,1800
asbestos-removal-leytonstone.html,asbestos-garage-roof-london.webp,media/asbestos-garage-roof-removal-leytonstone-leytonstone-station-e11.webp,Leytonstone Station,E11,51.569239,0.009389,Asbestos garage roof removal Leytonstone,garage with corrugated roof sheets and wall cladding,False,https://www.ukcitymap.com/leytonstone-station-stop-x-info-490000137X.html,Asbestos garage roof removal Leytonstone - Leytonstone Station E11,Asbestos garage roof removal Leytonstone - Leytonstone Station E11; garage with corrugated roof sheets and wall cladding,Asbestos garage roof removal Leytonstone - Leytonstone Station E11. Garage with corrugated roof sheets and wall cladding.,1200,899
asbestos-removal-leytonstone.html,asbestos-textured-wall-removal-london.webp,media/asbestos-textured-coating-removal-leytonstone-leytonstone-e11.webp,Leytonstone,E11,51.568342,0.008209,Asbestos textured coating removal Leytonstone,wall with partly removed surface finishes,False,https://www.ukcitymap.com/leytonstone-underground-station-info-9400ZZLULYS1.html,Asbestos textured coating removal Leytonstone - Leytonstone E11,Asbestos textured coating removal Leytonstone - Leytonstone E11; wall with partly removed surface finishes,Asbestos textured coating removal Leytonstone - Leytonstone E11. Wall with partly removed surface finishes.,1600,1200
asbestos-removal-west-london.html,commercial-asbestos-roof-removal-london.webp,media/asbestos-roof-removal-west-london-west-kensington-w14.webp,West Kensington,W14,51.49206,-0.20738,Asbestos roof removal West London,large pitched corrugated roof above a brick building,True,https://www.ukcitymap.com/west-kensington-greater-london-england-satellite-view.html,Asbestos Removal West London - asbestos roof removal - West Kensington W14,Asbestos Removal West London - asbestos roof removal - West Kensington W14; large pitched corrugated roof above a brick building,Asbestos Removal West London - asbestos roof removal - West Kensington W14. Large pitched corrugated roof above a brick building.,1600,1200
asbestos-removal-west-london.html,asbestos-removal-london-enclosure-hero.webp,media/asbestos-removal-west-london-lytton-estate-w14.webp,Lytton Estate,W14,51.49267,-0.207717,Asbestos removal West London,screened enclosure with taped doors and an asbestos warning sign,False,https://www.ukcitymap.com/lytton-estate-stop-r-info-490009492S.html,Asbestos removal West London - Lytton Estate W14,Asbestos removal West London - Lytton Estate W14; screened enclosure with taped doors and an asbestos warning sign,Asbestos removal West London - Lytton Estate W14. Screened enclosure with taped doors and an asbestos warning sign.,1672,941
asbestos-removal-west-london.html,asbestos-cement-flue-pipe-london.webp,media/asbestos-cement-flue-removal-west-london-west-kensington-w14.webp,West Kensington,W14,51.490705,-0.206857,Asbestos cement flue removal West London,vertical flue pipe inside a cupboard,False,https://www.ukcitymap.com/west-kensington-underground-station-entrance-1-info-4900ZZLUWKN1.html,Asbestos cement flue removal West London - West Kensington W14,Asbestos cement flue removal West London - West Kensington W14; vertical flue pipe inside a cupboard,Asbestos cement flue removal West London - West Kensington W14. Vertical flue pipe inside a cupboard.,800,640
asbestos-removal-angel.html,asbestos-artex-textured-ceiling-london.webp,media/asbestos-artex-removal-angel-angel-centre-n1.webp,Angel centre,N1,51.5321,-0.1066,Asbestos Artex removal Angel,patterned textured ceiling with cornice detailing,True,https://www.ukcitymap.com/angel-greater-london-england-satellite-view.html,Asbestos Removal Angel - asbestos artex removal - Angel centre N1,Asbestos Removal Angel - asbestos artex removal - Angel centre N1; patterned textured ceiling with cornice detailing,Asbestos Removal Angel - asbestos artex removal - Angel centre N1. Patterned textured ceiling with cornice detailing.,2048,1536
asbestos-removal-angel.html,asbestos-aib-fireplace-removal-london.webp,media/asbestos-aib-removal-angel-st-john-street-goswell-road-n1.webp,St John Street  Goswell Road,N1,51.531416,-0.10628,Asbestos AIB removal Angel,opened fireplace and surrounding exposed surfaces,False,https://www.ukcitymap.com/st-john-street-goswell-road-stop-p-info-490013229P.html,Asbestos AIB removal Angel - St John Street  Goswell Road N1,Asbestos AIB removal Angel - St John Street  Goswell Road N1; opened fireplace and surrounding exposed surfaces,Asbestos AIB removal Angel - St John Street  Goswell Road N1. Opened fireplace and surrounding exposed surfaces.,549,699
asbestos-removal-angel.html,asbestos-worker-textured-coating-stairwell-london.webp,media/asbestos-textured-coating-removal-angel-white-lion-street-n1.webp,White Lion Street,N1,51.532855,-0.107374,Asbestos textured coating removal Angel,stairwell ceiling with opened sections,False,https://www.ukcitymap.com/white-lion-street-stop-u-info-490014603U.html,Asbestos textured coating removal Angel - White Lion Street N1,Asbestos textured coating removal Angel - White Lion Street N1; stairwell ceiling with opened sections,Asbestos textured coating removal Angel - White Lion Street N1. Stairwell ceiling with opened sections.,1086,1448
asbestos-removal-chessington.html,asbestos-garage-roof-london.webp,media/asbestos-garage-roof-removal-chessington-chessington-centre-kt9.webp,Chessington centre,KT9,51.35623,-0.3082,Asbestos garage roof removal Chessington,garage with corrugated roof sheets and wall cladding,True,https://www.ukcitymap.com/chessington-greater-london-england-satellite-view.html,Asbestos Removal Chessington - asbestos garage roof removal - Chessington centre KT9,Asbestos Removal Chessington - asbestos garage roof removal - Chessington centre KT9; garage with corrugated roof sheets and wall cladding,Asbestos Removal Chessington - asbestos garage roof removal - Chessington centre KT9. Garage with corrugated roof sheets and wall cladding.,1200,899
asbestos-removal-chessington.html,asbestos-floor-tile-removal-richmond.webp,media/asbestos-floor-tile-removal-chessington-chessington-south-kt9.webp,Chessington South,KT9,51.356273,-0.30824,Asbestos floor tile removal Chessington,exposed dark floor finish beside a skirting board,False,https://www.ukcitymap.com/chessington-south-rail-station-entrance-1-info-4900CHSSS1.html,Asbestos floor tile removal Chessington - Chessington South KT9,Asbestos floor tile removal Chessington - Chessington South KT9; exposed dark floor finish beside a skirting board,Asbestos floor tile removal Chessington - Chessington South KT9. Exposed dark floor finish beside a skirting board.,1350,1800
asbestos-removal-chessington.html,commercial-asbestos-roof-removal-london.webp,media/asbestos-roof-removal-chessington-garrison-lane-kt9.webp,Garrison Lane,KT9,51.356859,-0.311478,Asbestos roof removal Chessington,large pitched corrugated roof above a brick building,False,https://www.ukcitymap.com/garrison-lane-stop-d-info-490009048D.html,Asbestos roof removal Chessington - Garrison Lane KT9,Asbestos roof removal Chessington - Garrison Lane KT9; large pitched corrugated roof above a brick building,Asbestos roof removal Chessington - Garrison Lane KT9. Large pitched corrugated roof above a brick building.,1600,1200
asbestos-removal-crouch-end.html,asbestos-worker-textured-coating-stairwell-london.webp,media/asbestos-textured-coating-removal-crouch-end-crouch-end-centre-n8.webp,Crouch End centre,N8,51.58053,-0.12954,Asbestos textured coating removal Crouch End,stairwell ceiling with opened sections,True,https://www.ukcitymap.com/crouch-end-greater-london-england-satellite-view.html,Asbestos Removal Crouch End - asbestos textured coating removal - Crouch End centre N8,Asbestos Removal Crouch End - asbestos textured coating removal - Crouch End centre N8; stairwell ceiling with opened sections,Asbestos Removal Crouch End - asbestos textured coating removal - Crouch End centre N8. Stairwell ceiling with opened sections.,1086,1448
asbestos-removal-crouch-end.html,asbestos-artex-textured-coating-close-up-london.webp,media/asbestos-textured-coating-removal-crouch-end-wolseley-road-n8.webp,Wolseley Road,N8,51.580909,-0.128573,Asbestos textured coating removal Crouch End,decorative textured ceiling around a light fitting,False,https://www.ukcitymap.com/wolseley-road-e-info-490003229E.html,Asbestos textured coating removal Crouch End - Wolseley Road N8,Asbestos textured coating removal Crouch End - Wolseley Road N8; decorative textured ceiling around a light fitting,Asbestos textured coating removal Crouch End - Wolseley Road N8. Decorative textured ceiling around a light fitting.,1200,1600
asbestos-removal-crouch-end.html,asbestos-aib-fireplace-removal-london.webp,media/asbestos-aib-removal-crouch-end-coolhurst-road-n8.webp,Coolhurst Road,N8,51.580151,-0.131837,Asbestos AIB removal Crouch End,opened fireplace and surrounding exposed surfaces,False,https://www.ukcitymap.com/coolhurst-road-e-info-490000418Z.html,Asbestos AIB removal Crouch End - Coolhurst Road N8,Asbestos AIB removal Crouch End - Coolhurst Road N8; opened fireplace and surrounding exposed surfaces,Asbestos AIB removal Crouch End - Coolhurst Road N8. Opened fireplace and surrounding exposed surfaces.,549,699
