url,slug,page_type,service,main_location,primary_keyword_intent,parent_hub,gsc_clicks_20260902_17,gsc_impressions_20260902_17,gsc_avg_position_20260902_17,gsc_hosts_seen,protection_status,slug_action,current_primary_image,status,notes,top_queries,cannibalisation_flags,opportunity_action
https://asbestosremovalsinlondon.co.uk/contact.html,contact.html,utility,,,,/,0,127,62.83,asbestosremovalsinlondon.co.uk|www.asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal london [42 imp, pos 67.8] | asbestos insulation board removal london [21 imp, pos 81.6] | asbestos removal south london [14 imp, pos 49.1] | asbestos services london [5 imp, pos 63.6] | asbestos flue pipe removal london [5 imp, pos 68.0]","asbestos removal london <> index.html (763 imp,pos 11.9); locations.html (79 imp,pos 73.5) | asbestos insulation board removal london <> index.html (58 imp,pos 8.5); asbestos-aib-removal-london.html (25 imp,pos 47.3) | asbestos removal south london <> index.html (89 imp,pos 19.5); asbestos-removal-south-london.html (75 imp,pos 37.8) | asbestos services london <> index.html (46 imp,pos 17.2)",Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-wandsworth-london.html,asbestos-removal-wandsworth-london.html,borough/region,asbestos removal,Wandsworth,asbestos removal wandsworth,/locations.html,0,118,30.97,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal services wandsworth [33 imp, pos 20.8] | asbestos floor tiles removals in wandsworth [28 imp, pos 36.2] | asbestos ceiling removals in wandsworth [17 imp, pos 28.6] | asbestos roofing removal in wandsworth [14 imp, pos 28.5] | asbestos garage removals in wandsworth [14 imp, pos 34.7]","asbestos removal services wandsworth <> asbestos-removal-wandsworth.html (28 imp,pos 29.1); index.html (24 imp,pos 51.4) | asbestos floor tiles removals in wandsworth <> asbestos-removal-wandsworth.html (31 imp,pos 5.6); asbestos-floor-removal-london.html (26 imp,pos 60.3) | asbestos ceiling removals in wandsworth <> asbestos-removal-wandsworth.html (19 imp,pos 11.2); index.html (11 imp,pos 50.1) | asbestos roofing removal in wandsworth <> asbestos-removal-wandsworth.html (14 imp,pos 14.6)",Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-wandsworth.html,asbestos-removal-wandsworth.html,sub-area/location,asbestos removal,Wandsworth,asbestos removal wandsworth,/locations.html,0,118,15.7,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos floor tiles removals in wandsworth [31 imp, pos 5.6] | asbestos removal services wandsworth [28 imp, pos 29.1] | asbestos ceiling removals in wandsworth [19 imp, pos 11.2] | asbestos garage removals in wandsworth [14 imp, pos 14.1] | asbestos roofing removal in wandsworth [14 imp, pos 14.6]","asbestos floor tiles removals in wandsworth <> asbestos-removal-wandsworth-london.html (28 imp,pos 36.2); asbestos-floor-removal-london.html (26 imp,pos 60.3) | asbestos removal services wandsworth <> asbestos-removal-wandsworth-london.html (33 imp,pos 20.8); index.html (24 imp,pos 51.4) | asbestos ceiling removals in wandsworth <> asbestos-removal-wandsworth-london.html (17 imp,pos 28.6); index.html (11 imp,pos 50.1) | asbestos garage removals in wandsworth <> asbestos-removal-wandsworth-london.html (14 imp,pos 34.7)",Quick win: V3 buyer/local/content improvement + internal links; keep URL
https://asbestosremovalsinlondon.co.uk/asbestos-removal-putney.html,asbestos-removal-putney.html,sub-area/location,asbestos removal,Putney,asbestos removal putney,/locations.html,0,114,15.96,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal services putney [28 imp, pos 15.8] | asbestos ceiling removals in putney [19 imp, pos 11.9] | asbestos garage removals in putney [16 imp, pos 9.9] | asbestos roofing removal in putney [15 imp, pos 12.9] | asbestos clearance in putney [15 imp, pos 15.0]","asbestos ceiling removals in putney <> asbestos-removal-barnet-london.html (13 imp,pos 51.5); index.html (11 imp,pos 40.8) | asbestos garage removals in putney <> asbestos-removal-barnet-london.html (11 imp,pos 31.4) | asbestos roofing removal in putney <> asbestos-removal-barnet-london.html (14 imp,pos 42.7); index.html (13 imp,pos 48.9) | asbestos garage removals in wandsworth <> asbestos-removal-wandsworth.html (14 imp,pos 14.1); asbestos-removal-wandsworth-london.html (14 imp,pos 34.7)",Quick win: V3 buyer/local/content improvement + internal links; keep URL
https://asbestosremovalsinlondon.co.uk/asbestos-water-tank-removal-london.html,asbestos-water-tank-removal-london.html,service/support,asbestos water tank removal london,London,asbestos water tank removal london,/asbestos-removal-services.html,0,112,34.58,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos water tank removal [43 imp, pos 41.4] | asbestos cold water tank removal kingston upon thames [21 imp, pos 20.9] | asbestos water tank removal cost [21 imp, pos 39.2] | asbestos water tank [6 imp, pos 49.2] | asbestos cement water tank removal [2 imp, pos 42.5]","asbestos cold water tank removal kingston upon thames <> asbestos-removal-kingston-upon-thames-london.html (17 imp,pos 79.5)",Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-bromley-london.html,asbestos-removal-bromley-london.html,borough/region,asbestos removal,Bromley,asbestos removal bromley,/locations.html,0,108,34.13,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal bromley [62 imp, pos 32.3] | asbestos removal in biggin hill [21 imp, pos 38.8]",,Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-new-malden.html,asbestos-removal-new-malden.html,sub-area/location,asbestos removal,New Malden,asbestos removal new malden,/locations.html,0,102,20.65,asbestosremovalsinlondon.co.uk|www.asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal in new malden [28 imp, pos 15.1] | asbestos removal services new malden [21 imp, pos 15.5] | licensed asbestos removal in new malden [13 imp, pos 16.0] | asbestos removal new malden [7 imp, pos 11.9] | asbestos shed roof removal kingston upon thames [4 imp, pos 10.5]","asbestos shed roof removal kingston upon thames <> asbestos-removal-kingston-upon-thames-london.html (25 imp,pos 28.7) | asbestos roofing removal in kingston upon thames <> asbestos-removal-kingston.html (32 imp,pos 46.2); asbestos-removal-kingston-upon-thames-london.html (24 imp,pos 29.5) | artex removal specialists kingston upon thames <> asbestos-removal-kingston.html (43 imp,pos 18.3); asbestos-removal-kingston-upon-thames-london.html (27 imp,pos 42.6) | local asbestos removal kingston upon thames <> asbestos-removal-kingston.html (29 imp,pos 46.9); asbestos-removal-kingston-upon-thames-london.html (26 imp,pos 19.1)",Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-aib-soffit-removal-london.html,asbestos-aib-soffit-removal-london.html,service/support,asbestos aib soffit removal london,London,asbestos aib soffit removal london,/asbestos-removal-services.html,0,85,38.36,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos soffit removal [67 imp, pos 33.9] | asbestos insulation board removal london [11 imp, pos 87.6] | se24 [1 imp, pos 5.0]","asbestos insulation board removal london <> index.html (58 imp,pos 8.5); asbestos-aib-removal-london.html (25 imp,pos 47.3)",Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-chiswick.html,asbestos-removal-chiswick.html,sub-area/location,asbestos removal,Chiswick,asbestos removal chiswick,/locations.html,0,84,10.24,asbestosremovalsinlondon.co.uk,PROTECT,KEEP EXISTING URL,,live,,"asbestos garage removals in chiswick [19 imp, pos 8.7] | asbestos ceiling removals in chiswick [18 imp, pos 11.3] | asbestos floor tiles removals in chiswick [17 imp, pos 4.8] | asbestos roofing removal in chiswick [16 imp, pos 11.0] | asbestos clearance in chiswick [10 imp, pos 17.9]","asbestos garage removals in chiswick <> asbestos-garage-removal-in-london.html (16 imp,pos 28.8) | asbestos ceiling removals in chiswick <> index.html (12 imp,pos 31.6) | asbestos floor tiles removals in chiswick <> asbestos-floor-removal-london.html (11 imp,pos 29.9); index.html (10 imp,pos 58.3) | asbestos roofing removal in chiswick <> index.html (11 imp,pos 35.5)",Surgical improvement only; preserve URL and proven primary intent
https://asbestosremovalsinlondon.co.uk/asbestos-removal-wanstead.html,asbestos-removal-wanstead.html,sub-area/location,asbestos removal,Wanstead,asbestos removal wanstead,/locations.html,0,82,55.27,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos ceiling removals in banstead [38 imp, pos 39.1] | asbestos floor tiles removals in banstead [27 imp, pos 83.3] | asbestos roofing removal in banstead [10 imp, pos 48.5] | tiling wanstead [2 imp, pos 81.0] | removals wanstead [1 imp, pos 9.0]","asbestos floor tiles removals in banstead <> asbestos-floor-removal-london.html (35 imp,pos 26.5) | asbestos removal service ilford <> asbestos-removal-ilford.html (15 imp,pos 16.2)",Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-enfield-london.html,asbestos-removal-enfield-london.html,borough/region,asbestos removal,Enfield,asbestos removal enfield,/locations.html,0,73,20.16,asbestosremovalsinlondon.co.uk|www.asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal enfield [41 imp, pos 20.7] | asbestos disposal enfield [15 imp, pos 15.5] | asbestos removal service enfield [12 imp, pos 22.2]",,Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-roof-removal-london.html,asbestos-roof-removal-london.html,service/support,asbestos roof removal london,London,asbestos roof removal london,/asbestos-removal-services.html,0,64,65.34,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos roof removal london [46 imp, pos 71.4] | asbestos garage roof removal london [6 imp, pos 93.8] | +asbestos +roof +company [2 imp, pos 91.0] | asbestos cement sheets removal kingston upon thames [1 imp, pos 20.0] | commercial asbestos removal over cladding [1 imp, pos 43.0]","asbestos roof removal london <> index.html (69 imp,pos 16.8); asbestos-garage-roof-removal-in-london.html (51 imp,pos 47.8) | asbestos garage roof removal london <> asbestos-garage-roof-removal-in-london.html (52 imp,pos 37.1); asbestos-garage-removal-in-london.html (52 imp,pos 50.8) | asbestos cement sheets removal kingston upon thames <> asbestos-removal-kingston.html (29 imp,pos 22.6); asbestos-removal-kingston-upon-thames-london.html (26 imp,pos 36.5)",Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-ilford.html,asbestos-removal-ilford.html,sub-area/location,asbestos removal,Ilford,asbestos removal ilford,/locations.html,0,54,20.48,asbestosremovalsinlondon.co.uk|www.asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal service ilford [15 imp, pos 16.2] | asbestos waste removal ilford [15 imp, pos 20.5] | asbestos skips ilford [13 imp, pos 23.4] | asbestos removal near me [2 imp, pos 10.0] | asbestos survey company ilford [1 imp, pos 5.0]","asbestos removal near me <> index.html (310 imp,pos 20.2)",Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-islington-london.html,asbestos-removal-islington-london.html,borough/region,asbestos removal,Islington,asbestos removal islington,/locations.html,0,52,52.13,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos floor tiles removals in kensington [20 imp, pos 69.8] | asbestos removal islington [15 imp, pos 18.5] | asbestos floor tiles removals in chelsea [8 imp, pos 83.6] | asbestos roofing removal in chelsea [3 imp, pos 3.7] | asbestos floor tiles removal london [1 imp, pos 10.0]","asbestos floor tiles removals in kensington <> asbestos-floor-removal-london.html (21 imp,pos 23.2); asbestos-removal-services.html (21 imp,pos 56.2) | asbestos floor tiles removals in chelsea <> index.html (19 imp,pos 30.5) | asbestos floor tiles removal london <> index.html (53 imp,pos 22.5); asbestos-floor-removal-london.html (39 imp,pos 36.2) | asbestos cement sheets removal kingston upon thames <> asbestos-removal-kingston.html (29 imp,pos 22.6); asbestos-removal-kingston-upon-thames-london.html (26 imp,pos 36.5)",Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-chelsea.html,asbestos-removal-chelsea.html,sub-area/location,asbestos removal,Chelsea,asbestos removal chelsea,/locations.html,0,43,12.88,asbestosremovalsinlondon.co.uk,PROTECT,KEEP EXISTING URL,,live,,"asbestos ceiling removals in chelsea [8 imp, pos 11.8] | asbestos floor tiles removals in kensington [8 imp, pos 18.1] | asbestos roofing removal in chelsea [7 imp, pos 14.0] | commercial asbestos removal in chelsea [6 imp, pos 11.0] | asbestos garage removals in chelsea [5 imp, pos 12.2]","asbestos ceiling removals in chelsea <> index.html (30 imp,pos 22.8); asbestos-removal-services.html (21 imp,pos 48.6) | asbestos floor tiles removals in kensington <> asbestos-floor-removal-london.html (21 imp,pos 23.2); asbestos-removal-services.html (21 imp,pos 56.2) | commercial asbestos removal in chelsea <> index.html (17 imp,pos 13.5) | asbestos garage removals in chelsea <> index.html (19 imp,pos 41.2); asbestos-garage-removal-in-london.html (12 imp,pos 48.3)",Surgical improvement only; preserve URL and proven primary intent
https://asbestosremovalsinlondon.co.uk/asbestos-removal-hillingdon-london.html,asbestos-removal-hillingdon-london.html,borough/region,asbestos removal,Hillingdon,asbestos removal hillingdon,/locations.html,0,38,69.29,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos floor tiles removals in kensington [20 imp, pos 77.5] | asbestos-collection uxbridge [7 imp, pos 61.6] | asbestos floor tiles removals in chelsea [7 imp, pos 87.6] | asbestos garage removals in chelsea [2 imp, pos 10.0]","asbestos floor tiles removals in kensington <> asbestos-floor-removal-london.html (21 imp,pos 23.2); asbestos-removal-services.html (21 imp,pos 56.2) | asbestos-collection uxbridge <> asbestos-removal-uxbridge.html (14 imp,pos 29.0) | asbestos floor tiles removals in chelsea <> index.html (19 imp,pos 30.5) | asbestos garage removals in chelsea <> index.html (19 imp,pos 41.2); asbestos-garage-removal-in-london.html (12 imp,pos 48.3)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-ealing-london.html,asbestos-removal-ealing-london.html,borough/region,asbestos removal,Ealing,asbestos removal ealing,/locations.html,0,37,36.08,www.asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal west london [16 imp, pos 42.1] | asbestos roofing removal in teddington [10 imp, pos 47.4] | asbestos garage removals in sutton [1 imp, pos 88.0]","asbestos removal west london <> index.html (58 imp,pos 14.2) | asbestos roofing removal in teddington <> asbestos-removal-teddington.html (26 imp,pos 13.2); asbestos-artex-removal-twickenham.html (24 imp,pos 55.8) | asbestos garage removals in sutton <> asbestos-removal-twickenham.html (17 imp,pos 19.9); asbestos-removal-sutton-london.html (16 imp,pos 36.3)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-hornchurch.html,asbestos-removal-hornchurch.html,sub-area/location,asbestos removal,Hornchurch,asbestos removal hornchurch,/locations.html,0,36,28.94,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos waste removal hornchurch [13 imp, pos 49.1] | asbestos skips hornchurch [8 imp, pos 22.5] | asbestos removal hornchurch [5 imp, pos 9.4] | asbestos removal services romford [1 imp, pos 10.0] | asbestos roof removal near me [1 imp, pos 14.0]","asbestos removal services romford <> asbestos-removal-romford.html (30 imp,pos 37.2) | asbestos roof removal near me <> index.html (11 imp,pos 16.8)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-hounslow-london.html,asbestos-removal-hounslow-london.html,borough/region,asbestos removal,Hounslow,asbestos removal hounslow,/locations.html,0,29,33.03,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos-collection hounslow [16 imp, pos 23.4] | asbestos floor tiles removals in chiswick [4 imp, pos 68.8] | local asbestos removal kingston upon thames [2 imp, pos 11.0] | aib removal kingston upon thames [1 imp, pos 1.0] | asbestos surveys in chiswick [1 imp, pos 6.0]","asbestos floor tiles removals in chiswick <> asbestos-removal-chiswick.html (17 imp,pos 4.8); asbestos-floor-removal-london.html (11 imp,pos 29.9) | local asbestos removal kingston upon thames <> asbestos-removal-kingston.html (29 imp,pos 46.9); asbestos-removal-kingston-upon-thames-london.html (26 imp,pos 19.1) | aib removal kingston upon thames <> asbestos-removal-kingston.html (48 imp,pos 20.9); asbestos-removal-kingston-upon-thames-london.html (38 imp,pos 7.3) | asbestos floor tile disposal kingston upon thames <> asbestos-removal-kingston.html (30 imp,pos 43.1); asbestos-removal-kingston-upon-thames-london.html (21 imp,pos 31.2)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-barking-and-dagenham-london.html,asbestos-removal-barking-and-dagenham-london.html,borough/region,asbestos removal,Barking And Dagenham,asbestos removal barking and dagenham,/locations.html,0,27,48.41,asbestosremovalsinlondon.co.uk|www.asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal service dagenham [10 imp, pos 54.8] | asbestos removal service barking [8 imp, pos 58.6] | office removals barking & dagenham [4 imp, pos 25.3] | local asbestos removal [3 imp, pos 54.3] | commercial asbestos removal in london [1 imp, pos 15.0]","asbestos removal service dagenham <> asbestos-removal-dagenham.html (17 imp,pos 23.2) | asbestos removal service barking <> asbestos-removal-barking.html (14 imp,pos 21.1) | local asbestos removal <> index.html (44 imp,pos 27.0) | commercial asbestos removal in london <> index.html (36 imp,pos 6.0); asbestos-removal-services.html (13 imp,pos 73.4)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-cheam.html,asbestos-removal-cheam.html,sub-area/location,asbestos removal,Cheam,asbestos removal cheam,/locations.html,0,26,26.92,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal cheam [6 imp, pos 11.5] | asbestos ceiling removals in sutton [2 imp, pos 80.0] | asbestos disposal sutton [1 imp, pos 1.0] | asbestos garage removals in sutton [1 imp, pos 95.0]","asbestos ceiling removals in sutton <> asbestos-removal-twickenham.html (10 imp,pos 26.0) | asbestos disposal sutton <> asbestos-removal-sutton-london.html (41 imp,pos 28.1); asbestos-removal-sutton.html (23 imp,pos 54.4) | asbestos garage removals in sutton <> asbestos-removal-twickenham.html (17 imp,pos 19.9); asbestos-removal-sutton-london.html (16 imp,pos 36.3)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-tooting.html,asbestos-removal-tooting.html,sub-area/location,asbestos removal,Tooting,asbestos removal tooting,/locations.html,0,24,41.92,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos waste disposal in tooting [12 imp, pos 36.3] | asbestos garage removals in wandsworth [6 imp, pos 88.2] | asbestos garage removals in putney [2 imp, pos 2.0] | roof survey tooting [1 imp, pos 13.0]","asbestos garage removals in wandsworth <> asbestos-removal-wandsworth.html (14 imp,pos 14.1); asbestos-removal-wandsworth-london.html (14 imp,pos 34.7) | asbestos garage removals in putney <> asbestos-removal-putney.html (16 imp,pos 9.9); asbestos-removal-barnet-london.html (11 imp,pos 31.4)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-merton-london.html,asbestos-removal-merton-london.html,borough/region,asbestos removal,Merton,asbestos removal merton,/locations.html,0,23,48.65,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos floor tiles removals in wimbledon [13 imp, pos 69.7] | asbestos removal mitcham [1 imp, pos 13.0]","asbestos floor tiles removals in wimbledon <> asbestos-floor-removal-london.html (16 imp,pos 13.1)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-surveys-london.html,asbestos-surveys-london.html,service/support,asbestos surveys london,London,asbestos surveys london,/asbestos-removal-services.html,0,22,42.95,asbestosremovalsinlondon.co.uk|www.asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"london asbestos surveys [10 imp, pos 37.2] | asbestos refurbishment surveys london [1 imp, pos 14.0] | refurbishment asbestos survey london [1 imp, pos 17.0] | asbestos demolition surveys london [1 imp, pos 19.0] | asbestos survey london [1 imp, pos 47.0]","asbestos survey london <> index.html (14 imp,pos 1.6)",Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-carshalton.html,asbestos-removal-carshalton.html,sub-area/location,asbestos removal,Carshalton,asbestos removal carshalton,/locations.html,0,22,33.73,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos floor tiles removals in sutton [3 imp, pos 83.3] | asbestos ceiling removals in sutton [1 imp, pos 94.0]","asbestos floor tiles removals in sutton <> asbestos-removal-sutton-london.html (13 imp,pos 57.2); asbestos-floor-removal-london.html (11 imp,pos 16.1) | asbestos ceiling removals in sutton <> asbestos-removal-twickenham.html (10 imp,pos 26.0)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-penge.html,asbestos-removal-penge.html,sub-area/location,asbestos removal,Penge,asbestos removal penge,/locations.html,0,21,28.81,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos waste disposal in penge [13 imp, pos 19.9]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-uxbridge.html,asbestos-removal-uxbridge.html,sub-area/location,asbestos removal,Uxbridge,asbestos removal uxbridge,/locations.html,0,21,23.29,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos-collection uxbridge [14 imp, pos 29.0] | asbestos removal uxbridge [4 imp, pos 11.8]",,Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-camden-london.html,asbestos-removal-camden-london.html,borough/region,asbestos removal,Camden,asbestos removal camden,/locations.html,0,20,23.15,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal camden [14 imp, pos 20.0] | asbestos garage removals in croydon [2 imp, pos 43.0] | asbestos survey camden [1 imp, pos 25.0] | asbestos floor tiles removals in croydon [1 imp, pos 46.0]","asbestos garage removals in croydon <> asbestos-removal-croydon-london.html (32 imp,pos 27.5); asbestos-garage-removal-in-london.html (26 imp,pos 52.8) | asbestos floor tiles removals in croydon <> asbestos-removal-croydon-london.html (30 imp,pos 31.7)",Review query ownership before rewrite; improve surgically if traction exists
https://asbestosremovalsinlondon.co.uk/asbestos-removal-dagenham.html,asbestos-removal-dagenham.html,sub-area/location,asbestos removal,Dagenham,asbestos removal dagenham,/locations.html,0,19,25.42,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal service dagenham [17 imp, pos 23.2] | insulation contractor dagenham [1 imp, pos 79.0]","asbestos removal service dagenham <> asbestos-removal-barking-and-dagenham-london.html (10 imp,pos 54.8)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-upminster.html,asbestos-removal-upminster.html,sub-area/location,asbestos removal,Upminster,asbestos removal upminster,/locations.html,0,18,16.5,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal upminster [13 imp, pos 7.1] | garage roofs in upminster [1 imp, pos 16.0] | asbestos removal rainham [1 imp, pos 83.0] | asbestos skips hornchurch [1 imp, pos 87.0]",,Quick win: V3 buyer/local/content improvement + internal links; keep URL
https://asbestosremovalsinlondon.co.uk/asbestos-removal-orpington.html,asbestos-removal-orpington.html,sub-area/location,asbestos removal,Orpington,asbestos removal orpington,/locations.html,0,17,41.35,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos survey bromley [1 imp, pos 12.0] | asbestos removal bromley [1 imp, pos 14.0]","asbestos removal bromley <> asbestos-removal-bromley-london.html (62 imp,pos 32.3)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-west-drayton.html,asbestos-removal-west-drayton.html,sub-area/location,asbestos removal,West Drayton,asbestos removal west drayton,/locations.html,0,17,38.29,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos floor tiles removals in wimbledon [3 imp, pos 87.7] | removals west drayton [2 imp, pos 12.5] | asbestos floor tile removal waddon [2 imp, pos 70.0] | asbestos-collectionuxbridge [1 imp, pos 2.0]","asbestos floor tiles removals in wimbledon <> asbestos-floor-removal-london.html (16 imp,pos 13.1); asbestos-removal-merton-london.html (13 imp,pos 69.7) | asbestos floor tile removal waddon <> asbestos-floor-removal-london.html (15 imp,pos 16.6)",Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-bexley-london.html,asbestos-removal-bexley-london.html,borough/region,asbestos removal,Bexley,asbestos removal bexley,/locations.html,0,16,31.13,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos survey bexley [5 imp, pos 26.8] | asbestos inspections bexley [4 imp, pos 27.5] | asbestos assessments bexley [3 imp, pos 29.3] | asbestos reports bexley [3 imp, pos 30.7]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-barking.html,asbestos-removal-barking.html,sub-area/location,asbestos removal,Barking,asbestos removal barking,/locations.html,0,16,27.94,asbestosremovalsinlondon.co.uk,SAFE TO REWORK,KEEP EXISTING URL,,live,,"asbestos removal service barking [14 imp, pos 21.1] | asbestos survey company barking [1 imp, pos 68.0] | asbestos survey company dagenham [1 imp, pos 84.0]",,Safe to V3 rework content; keep established slug unless redirect evidence supports change
https://asbestosremovalsinlondon.co.uk/asbestos-removal-streatham.html,asbestos-removal-streatham.html,sub-area/location,asbestos removal,Streatham,asbestos removal streatham,/locations.html,0,16,18,asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos waste disposal in streatham [14 imp, pos 19.0]",,Quick win: V3 buyer/local/content improvement + internal links; keep URL
https://asbestosremovalsinlondon.co.uk/asbestos-removal-camden-town.html,asbestos-removal-camden-town.html,sub-area/location,asbestos removal,Camden Town,asbestos removal camden town,/locations.html,0,15,18.53,asbestosremovalsinlondon.co.uk|www.asbestosremovalsinlondon.co.uk,REVIEW CAREFULLY,KEEP EXISTING URL,,live,,"asbestos removal camden [9 imp, pos 14.0] | removals camden town [3 imp, pos 14.7] | asbestos surveys camden [1 imp, pos 9.0] | asbestos survey camden [1 imp, pos 36.0] | concrete camden town [1 imp, pos 63.0]","asbestos removal camden <> asbestos-removal-camden-london.html (14 imp,pos 20.0)",Quick win: V3 buyer/local/content improvement + internal links; keep URL
